timestamp,ip,user_agent,status,request_count
2025-04-08T12:36:29.831622,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,2
2025-04-08T12:39:41.464383,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:39:49.641845,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,2
2025-04-08T12:39:49.644844,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,3
2025-04-08T12:39:49.646843,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,5
2025-04-08T12:39:49.648842,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,6
2025-04-08T12:39:49.649843,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,4
2025-04-08T12:39:49.657789,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,7
2025-04-08T12:39:49.660789,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,9
2025-04-08T12:39:49.661790,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,8
2025-04-08T12:39:49.661790,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,10
2025-04-08T12:39:49.664789,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,11
2025-04-08T12:39:49.670789,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,12
2025-04-08T12:39:49.673796,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,13
2025-04-08T12:39:49.673796,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,14
2025-04-08T12:39:49.677940,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,15
2025-04-08T12:39:49.682940,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,16
2025-04-08T12:39:49.682940,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,17
2025-04-08T12:39:49.691095,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,18
2025-04-08T12:39:49.692106,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,19
2025-04-08T12:39:49.694107,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,20
2025-04-08T12:42:48.177215,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:43:51.017437,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,3
2025-04-08T12:43:54.436214,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,5
2025-04-08T12:43:59.435719,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:44:04.314428,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,4
2025-04-08T12:44:04.314428,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,3
2025-04-08T12:44:04.315429,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,5
2025-04-08T12:44:04.321937,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,7
2025-04-08T12:44:04.325949,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,11
2025-04-08T12:44:04.336458,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,13
2025-04-08T12:44:04.341206,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,16
2025-04-08T12:44:04.341206,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,15
2025-04-08T12:44:04.344622,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,19
2025-04-08T12:44:04.348971,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,20
2025-04-08T12:54:49.364205,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:54:55.901309,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,3
2025-04-08T12:54:56.289251,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,5
2025-04-08T12:55:00.900886,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,7
2025-04-08T12:55:03.714562,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,9
2025-04-08T12:55:03.722718,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,10
2025-04-08T12:55:03.728505,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,14
2025-04-08T12:55:03.729506,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,13
2025-04-08T12:55:03.732512,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,17
2025-04-08T12:55:03.734888,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,19
2025-04-08T12:57:07.396401,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:57:12.393831,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,3
2025-04-08T12:57:17.391607,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,5
2025-04-08T12:57:23.096325,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,1
2025-04-08T12:57:27.395315,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,3
2025-04-08T12:57:32.915668,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,5
2025-04-08T12:57:39.170810,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,7
2025-04-08T12:57:39.903605,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,9
2025-04-08T12:57:44.907285,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,11
2025-04-08T12:57:49.675357,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,13
2025-04-08T12:57:54.900489,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Success,15
2025-04-08T12:57:56.696924,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,Success,17
2025-04-08T12:57:56.703370,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,19
2025-04-08T12:57:56.705860,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Success,21
2025-04-08T12:57:56.708108,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,23
2025-04-08T12:57:56.711505,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,25
2025-04-08T12:57:56.713802,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Success,27
2025-04-08T12:57:56.715803,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,28
2025-04-08T12:57:56.718957,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,Success,30
2025-04-08T12:57:56.720971,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,Success,32
2025-04-08T12:57:56.724969,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,35
2025-04-08T12:57:56.727341,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,34
2025-04-08T12:57:56.729336,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,Success,38
2025-04-08T12:57:56.731745,127.0.0.1,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15,Success,40
2025-04-08T12:57:56.734755,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Success,43
2025-04-08T12:57:56.737760,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,45
2025-04-08T12:57:56.743756,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,47
2025-04-08T12:57:56.748264,127.0.0.1,Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36,Success,48
2025-04-08T12:57:56.749256,127.0.0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Success,50
2025-04-08T19:29:45.455614,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,1
2025-04-08T19:29:45.914873,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,3
2025-04-08T19:29:46.866248,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,4
2025-04-08T19:29:54.628341,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,6
2025-04-08T19:29:58.692758,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,8
2025-04-08T19:30:03.694779,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,10
2025-04-08T19:30:08.692205,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,12
2025-04-08T19:30:13.691123,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,14
2025-04-08T19:30:18.690876,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,16
2025-04-08T19:30:23.687656,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,18
2025-04-08T19:30:29.344379,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,20
2025-04-08T19:30:29.673475,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,22
2025-04-08T19:30:34.681956,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,24
2025-04-08T19:30:37.122608,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,26
2025-04-08T19:30:39.681348,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,28
2025-04-08T19:30:44.683575,192.168.31.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36",Success,30
